state,year,male_employed,female_employed,male_unemployed,female_unemployed,male_labor_force,female_labor_force,male_unemployment_rate,female_unemployment_rate,male_business_owners_psts,female_business_owners_psts,male_psts_employers,female_psts_employers,male_psts_self_employed,female_psts_self_employed
Aguascalientes,2014,312530.0,190303.5,20909.5,11133.75,333439.5,201437.25,0.0627085273340441,0.0552715547893947,3455.5,765.5,1190.0,138.5,2265.5,627.0
Aguascalientes,2015,323843.5,195889.5,16598.5,7914.5,340442.0,203804.0,0.0487557351913101,0.0388338796098212,3410.0,1191.25,1273.25,366.75,2136.75,824.5
Aguascalientes,2016,332386.25,213184.5,14272.25,8297.75,346658.5,221482.25,0.041170921814985,0.037464627526585,4197.5,960.25,1988.25,247.0,2209.25,713.25
Aguascalientes,2017,337796.75,213449.5,13677.25,7106.5,351474.0,220556.0,0.038913973722096,0.0322208418723589,2690.5,782.25,955.25,25.75,1735.25,756.5
Aguascalientes,2018,349446.5,220222.75,12833.5,7510.25,362280.0,227733.0,0.0354242574804019,0.0329783123218857,4300.75,962.25,885.75,111.75,3415.0,850.5
Aguascalientes,2019,359852.0,230826.0,14148.0,7412.0,374000.0,238238.0,0.0378288770053475,0.0311117453974596,5076.75,1574.25,1331.5,221.75,3745.25,1352.5
Aguascalientes,2020,360011.3333333333,232592.66666666663,18755.33333333333,9616.666666666666,378766.6666666666,242209.33333333328,0.0495168529437648,0.0397039475495026,6158.0,1648.0,2214.6666666666665,364.6666666666667,3943.3333333333335,1283.3333333333333
Aguascalientes,2021,368785.25,244729.75,17363.75,9087.5,386149.0,253817.25,0.044966450774183,0.0358033191203513,4517.5,1777.25,847.0,208.5,3670.5,1568.75
Aguascalientes,2022,376938.0,255026.25,15050.0,9745.75,391988.0,264772.0,0.0383940324703817,0.0368080839363678,5382.25,2130.5,1376.0,233.0,4006.25,1897.5
Aguascalientes,2023,376793.0,270553.25,14195.75,7373.0,390988.75,277926.25,0.0363073106323391,0.0265286204523682,4485.75,2289.0,991.5,355.75,3494.25,1933.25
Aguascalientes,2024,385925.0,274231.25,13795.0,8157.75,399720.0,282389.0,0.0345116581607125,0.0288883419679945,4345.75,2367.25,1128.25,396.75,3217.5,1970.5
Baja California,2014,900733.75,581668.25,58243.0,31111.5,958976.75,612779.75,0.0607345277140452,0.0507710967929341,12639.0,4771.75,2815.5,339.75,9823.5,4432.0
Baja California,2015,943149.5,586755.25,43923.0,22587.0,987072.5,609342.25,0.0444982511416334,0.0370678383125411,12957.5,5486.75,3364.75,1156.0,9592.75,4330.75
Baja California,2016,978388.0,622605.25,27232.25,16975.0,1005620.25,639580.25,0.0270800533302705,0.0265408445617262,11963.5,5589.5,2844.75,698.25,9118.75,4891.25
Baja California,2017,1005626.5,658912.25,30981.25,17887.25,1036607.75,676799.5,0.0298871487310412,0.02642917141635,10914.25,4710.25,3484.0,1426.75,7430.25,3283.5
Baja California,2018,1042289.0,683526.5,27065.25,17461.25,1069354.25,700987.75,0.0253099008116346,0.0249094937821666,13264.0,5243.0,3723.5,910.75,9540.5,4332.25
Baja California,2019,1049638.75,698628.0,29356.75,16345.0,1078995.5,714973.0,0.0272074814028418,0.022861003142776,13376.25,5308.5,4200.25,641.5,9176.0,4667.0
Baja California,2020,1016956.0,658768.6666666666,30590.0,14049.333333333334,1047546.0,672818.0,0.0292015816011898,0.020881327986667,14171.0,7106.0,3363.333333333333,1180.3333333333333,10807.666666666666,5925.666666666667
Baja California,2021,1063935.0,686996.5,27184.25,17333.25,1091119.25,704329.75,0.0249140962365021,0.0246095667547764,18012.25,7839.0,4752.75,1742.5,13259.5,6096.5
Baja California,2022,1070130.25,719232.25,30123.75,14468.75,1100254.0,733701.0,0.0273789052346094,0.0197202266318295,15194.75,7094.75,4685.5,1697.0,10509.25,5397.75
Baja California,2023,1075719.0,730160.75,24778.0,15427.75,1100497.0,745588.5,0.0225152817317993,0.0206920439357634,14617.0,6972.0,3847.25,1337.25,10769.75,5634.75
Baja California,2024,1060654.75,718885.25,29244.0,16617.5,1089898.75,735502.75,0.0268318502062691,0.0225933893517053,11729.25,7220.5,3359.0,2083.5,8370.25,5137.0
Baja California Sur,2014,194643.25,124340.25,10980.25,8982.0,205623.5,133322.25,0.0533997816397444,0.06737060018114,2294.5,772.25,782.75,274.25,1511.75,498.0
Baja California Sur,2015,201761.0,128101.25,9263.5,7316.0,211024.5,135417.25,0.0438977464701965,0.0540256134281267,2516.75,1363.25,853.75,731.0,1663.0,632.25
Baja California Sur,2016,206199.5,130022.0,9274.75,6964.0,215474.25,136986.0,0.0430434263026788,0.050837311842086,1905.0,909.75,664.25,277.25,1240.75,632.5
Baja California Sur,2017,213174.5,134227.0,8085.5,7739.25,221260.0,141966.25,0.0365429811081985,0.0545147174064258,2497.25,718.25,788.75,139.5,1708.5,578.75
Baja California Sur,2018,216956.5,147833.0,7692.0,6655.0,224648.5,154488.0,0.0342401574014516,0.0430777795039096,2680.5,1049.25,876.5,368.75,1804.0,680.5
Baja California Sur,2019,231616.25,158939.5,9605.75,8709.75,241222.0,167649.25,0.0398212020462478,0.0519522157122683,2240.5,1047.75,553.75,216.75,1686.75,831.0
Baja California Sur,2020,222678.3333333333,146708.66666666666,12140.333333333334,9259.666666666666,234818.66666666663,155968.3333333333,0.0517008869255141,0.0593688889838749,2296.333333333333,777.3333333333334,556.3333333333334,69.0,1740.0,708.3333333333334
Baja California Sur,2021,239400.75,164403.75,8935.0,8086.5,248335.75,172490.25,0.035979515635586,0.0468809106601677,3059.0,1932.25,995.0,1231.0,2064.0,701.25
Baja California Sur,2022,251529.0,175978.5,6571.75,5885.25,258100.75,181863.75,0.0254619562322077,0.0323607645833762,3611.25,2736.75,1047.5,504.0,2563.75,2232.75
Baja California Sur,2023,270980.75,181762.0,6941.25,5757.5,277922.0,187519.5,0.0249755327034203,0.0307034735054221,3330.75,1864.25,779.25,232.5,2551.5,1631.75
Baja California Sur,2024,270794.5,186932.5,5508.25,5092.25,276302.75,192024.75,0.0199355598161798,0.0265187169883048,2900.0,2037.0,723.25,1071.5,2176.75,965.5
Campeche,2014,236120.5,130538.0,6682.75,3936.25,242803.25,134474.25,0.027523313629451,0.0292714032612191,1422.0,479.5,520.5,169.5,901.5,310.0
Campeche,2015,237919.25,131710.75,7005.5,3975.0,244924.75,135685.75,0.02860266265455,0.0292956334766178,1818.75,321.25,613.75,64.25,1205.0,257.0
Campeche,2016,238700.0,129017.0,8700.5,5442.0,247400.5,134459.0,0.0351676734687278,0.0404733041298834,1503.5,470.25,453.75,74.5,1049.75,395.75
Campeche,2017,231442.5,137218.5,9253.0,5323.5,240695.5,142542.0,0.0384427627437987,0.0373468872332365,1922.75,627.75,381.75,93.5,1541.0,534.25
Campeche,2018,237585.75,141199.5,7800.0,5016.5,245385.75,146216.0,0.0317866868797393,0.0343088307709142,1813.5,597.25,473.75,192.0,1339.75,405.25
Campeche,2019,249755.25,151208.75,7462.75,6191.5,257218.0,157400.25,0.0290133272166022,0.0393360239262644,2055.25,574.75,594.25,170.5,1461.0,404.25
Campeche,2020,250817.3333333333,146333.0,8802.333333333334,4823.333333333333,259619.66666666663,151156.33333333334,0.0339047247319476,0.0319095682395047,1931.0,449.33333333333337,414.3333333333333,58.66666666666666,1516.6666666666667,390.6666666666667
Campeche,2021,265002.25,158909.0,7428.75,5493.0,272431.0,164402.0,0.0272683725420381,0.0334120022870768,2291.0,403.75,537.5,79.75,1753.5,324.0
Campeche,2022,265991.25,162651.75,6170.75,5154.75,272162.0,167806.5,0.0226730770643954,0.0307184167478613,2376.0,634.0,519.75,165.75,1856.25,468.25
Campeche,2023,269077.0,166187.75,4405.0,3410.0,273482.0,169597.75,0.0161070929713838,0.0201063988172012,2409.25,417.5,529.0,74.75,1880.25,342.75
Campeche,2024,269130.0,170862.25,4613.0,3684.75,273743.0,174547.0,0.0168515724603003,0.0211103599603545,2170.25,569.75,620.25,182.75,1550.0,387.0
Chiapas,2014,1272740.5,506770.5,39790.25,17992.5,1312530.75,524763.0,0.0303156706995245,0.0342869066607211,7608.5,1147.5,2188.75,351.75,5419.75,795.75
Chiapas,2015,1308902.0,532788.25,40551.25,18282.5,1349453.25,551070.75,0.030050133266936,0.0331763208263185,8149.5,2369.25,1385.5,735.25,6764.0,1634.0
Chiapas,2016,1326229.5,551180.75,40839.25,18504.25,1367068.75,569685.0,0.0298735890203034,0.0324815468197337,6504.25,2069.0,1485.25,943.5,5019.0,1125.5
Chiapas,2017,1330016.0,509717.0,31589.25,17071.25,1361605.25,526788.25,0.0232000060223034,0.0324062846883923,9659.25,1937.0,1991.25,479.0,7668.0,1458.0
Chiapas,2018,1359904.25,502108.5,33291.0,20002.0,1393195.25,522110.5,0.0238954303066996,0.038309898000519,8387.0,1829.25,1568.5,412.25,6818.5,1417.0
Chiapas,2019,1398796.0,605971.25,37632.75,28930.25,1436428.75,634901.5,0.0261988281702103,0.0455665170109064,7997.75,2708.5,1606.0,446.75,6391.75,2261.75
Chiapas,2020,1414997.6666666667,592692.3333333334,37585.333333333336,22279.666666666668,1452583.0,614972.0,0.0258748266593601,0.0362287497100139,9644.0,2496.333333333333,1874.0,710.3333333333334,7770.0,1786.0
Chiapas,2021,1471557.75,658020.75,41458.5,28315.75,1513016.25,686336.5,0.0274012258625774,0.0412563662285191,9760.0,1494.25,2127.0,228.25,7633.0,1266.0
Chiapas,2022,1464278.75,681779.0,28915.25,24421.75,1493194.0,706200.75,0.0193646974204289,0.0345818805771588,12530.5,2269.75,3211.0,688.75,9319.5,1581.0
Chiapas,2023,1460345.5,705080.5,27450.25,19779.25,1487795.75,724859.75,0.0184502812297991,0.0272870027615687,11613.25,3013.0,3228.25,657.25,8385.0,2355.75
Chiapas,2024,1517601.25,689914.25,27633.75,17517.75,1545235.0,707432.0,0.0178832022313758,0.0247624506666365,11364.75,3784.5,3136.25,1168.75,8228.5,2615.75
Chihuahua,2014,924371.25,509787.0,39283.5,24207.5,963654.75,533994.5,0.0407651184202641,0.045332863915265,9026.0,1336.0,2293.5,261.5,6732.5,1074.5
Chihuahua,2015,957926.75,521820.5,37935.25,19357.0,995862.0,541177.5,0.0380928783305317,0.0357683015276873,5472.5,2849.5,2316.0,711.75,3156.5,2137.75
Chihuahua,2016,961944.75,567053.0,32052.5,17744.75,993997.25,584797.75,0.0322460650670814,0.030343396499046,7591.0,3394.75,2281.0,901.0,5310.0,2493.75
Chihuahua,2017,955011.5,592566.75,26648.25,16292.5,981659.75,608859.25,0.0271461165643187,0.0267590580253153,6937.75,1781.25,1515.75,463.0,5422.0,1318.25
Chihuahua,2018,975645.25,650325.75,29778.5,22954.75,1005423.75,673280.5,0.0296178601311138,0.0340938880600284,7299.75,3140.5,2705.5,333.25,4594.25,2807.25
Chihuahua,2019,1000918.25,640158.5,30335.0,21206.0,1031253.25,661364.5,0.029415664871844,0.0320640131122852,8041.75,3480.5,1486.5,457.0,6555.25,3023.5
Chihuahua,2020,1006224.6666666666,647633.3333333334,39345.333333333336,29143.666666666668,1045570.0,676777.0,0.0376305109493705,0.0430624366174776,8285.666666666666,2285.0,2354.333333333333,316.6666666666667,5931.333333333333,1968.3333333333333
Chihuahua,2021,1032866.0,649614.25,36846.0,21658.75,1069712.0,671273.0,0.0344447851384297,0.0322651886788236,9713.25,3132.0,2413.5,760.25,7299.75,2371.75
Chihuahua,2022,1082697.0,678217.75,23922.5,18875.5,1106619.5,697093.25,0.021617638221629,0.0270774390657204,9354.5,3505.0,2028.5,823.5,7326.0,2681.5
Chihuahua,2023,1088791.5,707321.75,28154.75,17895.0,1116946.25,725216.75,0.0252068978252086,0.0246753815324866,8726.0,4601.75,2695.5,1180.0,6030.5,3421.75
Chihuahua,2024,1066753.0,737885.75,23175.0,20809.5,1089928.0,758695.25,0.0212628724099206,0.0274280088085433,8905.25,4411.0,2856.75,1095.75,6048.5,3315.25
Ciudad de México,2014,2274566.5,1834730.5,167283.0,122127.25,2441849.5,1956857.75,0.0685066790561826,0.062409876241643,61850.5,20257.0,14511.5,3479.25,47339.0,16777.75
Ciudad de México,2015,2385884.0,1861433.25,130154.5,109366.75,2516038.5,1970800.0,0.0517299317955587,0.055493581286787,61722.75,22051.75,15747.0,2492.5,45975.75,19559.25
Ciudad de México,2016,2434488.75,1852542.5,133899.25,93372.25,2568388.0,1945914.75,0.0521335756124074,0.0479837310447438,64368.0,30067.25,17417.25,6957.0,46950.75,23110.25
Ciudad de México,2017,2388420.0,1912518.0,111006.0,96706.25,2499426.0,2009224.25,0.0444125971323015,0.0481311381743476,60159.0,23610.0,15965.5,4076.75,44193.5,19533.25
Ciudad de México,2018,2461214.25,1975242.5,123171.75,92021.75,2584386.0,2067264.25,0.0476599664291634,0.0445137819221708,73316.5,31835.75,19842.75,4986.5,53473.75,26849.25
Ciudad de México,2019,2533623.25,1961710.5,137307.5,99178.25,2670930.75,2060888.75,0.0514081093266832,0.0481240193096303,87216.75,28744.75,17992.0,4621.75,69224.75,24123.0
Ciudad de México,2020,2216031.333333333,1760982.6666666667,168969.33333333334,100779.0,2385000.6666666665,1861761.6666666667,0.0708466608395078,0.0541309888394235,50837.66666666666,29574.666666666668,10874.0,6161.0,39963.66666666666,23413.666666666668
Ciudad de México,2021,2357508.0,1854203.5,169165.75,140129.25,2526673.75,1994332.75,0.0669519561043446,0.0702637260507305,65130.25,32657.5,10033.5,3491.25,55096.75,29166.25
Ciudad de México,2022,2524963.0,2016232.75,143922.0,107607.0,2668885.0,2123839.75,0.0539258903999235,0.0506662520088909,93550.25,30810.0,20726.75,5716.25,72823.5,25093.75
Ciudad de México,2023,2588215.75,2104934.25,105505.5,91341.5,2693721.25,2196275.75,0.0391671929677207,0.0415892676500207,84891.5,31075.0,28742.25,5115.25,56149.25,25959.75
Ciudad de México,2024,2581959.5,2281537.25,103598.5,98585.0,2685558.0,2380122.25,0.0385761543783452,0.0414201413393786,73207.5,37320.25,18582.75,8479.75,54624.75,28840.5
Coahuila de Zaragoza,2014,762535.25,457074.75,42199.25,27255.5,804734.5,484330.25,0.0524387235790189,0.056274618403455,5900.5,1237.25,1493.0,125.25,4407.5,1112.0
Coahuila de Zaragoza,2015,770787.25,458409.0,36968.5,29100.0,807755.75,487509.0,0.0457669289262255,0.0596912057008178,7130.25,1567.0,2886.75,330.5,4243.5,1236.5
Coahuila de Zaragoza,2016,801138.5,463741.5,33507.75,25340.0,834646.25,489081.5,0.040146049898385,0.0518114056655179,6152.0,2593.0,1362.5,264.25,4789.5,2328.75
Coahuila de Zaragoza,2017,814990.5,468061.25,33876.75,25061.0,848867.25,493122.25,0.0399081835233954,0.050821069217623,7666.0,2113.0,2298.25,638.75,5367.75,1474.25
Coahuila de Zaragoza,2018,820878.5,492396.5,35095.5,21623.5,855974.0,514020.0,0.0410006612350375,0.0420674292829072,7531.25,1937.5,2620.75,494.25,4910.5,1443.25
Coahuila de Zaragoza,2019,825861.0,510271.5,38915.5,24883.25,864776.5,535154.75,0.0450006446752426,0.0464972982114052,6746.25,2002.25,2120.5,323.0,4625.75,1679.25
Coahuila de Zaragoza,2020,820455.6666666666,497857.3333333333,59786.0,25807.0,880241.6666666666,523664.3333333333,0.0679199840952768,0.04928156904582,9282.666666666666,1790.0,3223.6666666666665,246.3333333333333,6059.0,1543.6666666666667
Coahuila de Zaragoza,2021,862075.0,532978.5,46512.25,25691.5,908587.25,558670.0,0.0511918365572486,0.0459868974528791,8483.5,2930.0,2541.5,428.5,5942.0,2501.5
Coahuila de Zaragoza,2022,889476.75,562321.25,38390.25,24779.0,927867.0,587100.25,0.0413747336633375,0.0422057391390993,7782.25,3311.75,2112.5,519.5,5669.75,2792.25
Coahuila de Zaragoza,2023,900931.0,586277.0,37240.0,22969.25,938171.0,609246.25,0.0396942561643879,0.0377010937695554,9474.0,3679.5,2040.75,623.5,7433.25,3056.0
Coahuila de Zaragoza,2024,914896.5,593291.5,36126.5,24746.75,951023.0,618038.25,0.0379869887479062,0.0400408065358414,8708.25,3617.0,3214.5,1378.0,5493.75,2239.0
Colima,2014,185652.25,135647.25,9177.0,6825.25,194829.25,142472.5,0.0471027835912728,0.0479057361947042,1666.25,452.5,381.5,143.25,1284.75,309.25
Colima,2015,187879.5,136550.75,8787.75,7131.0,196667.25,143681.75,0.0446833420409346,0.0496305202296046,1817.5,301.75,546.75,49.25,1270.75,252.5
Colima,2016,194034.75,138034.0,8077.5,6059.75,202112.25,144093.75,0.0399654152581053,0.0420542181739319,2024.75,481.5,491.25,89.25,1533.5,392.25
Colima,2017,196176.75,143176.25,7127.75,5633.75,203304.5,148810.0,0.0350594797458983,0.0378586788522276,2359.25,584.25,792.0,196.25,1567.25,388.0
Colima,2018,205211.75,148873.0,6671.5,5241.5,211883.25,154114.5,0.0314866795747186,0.0340104273121607,2264.0,603.75,621.5,145.0,1642.5,458.75
Colima,2019,203360.25,153875.75,6734.0,6528.5,210094.25,160404.25,0.0320522812975605,0.0407002931655489,2076.5,692.0,618.25,198.5,1458.25,493.5
Colima,2020,203730.0,138223.66666666666,7630.666666666667,5432.333333333333,211360.66666666663,143656.0,0.0361025861008513,0.0378148725659445,2182.6666666666665,606.6666666666667,411.6666666666667,198.0,1771.0,408.6666666666667
Colima,2021,213853.25,159905.25,6184.25,5806.75,220037.5,165712.0,0.0281054365733113,0.0350412160857391,2417.5,948.5,668.75,191.25,1748.75,757.25
Colima,2022,221667.0,159439.75,5130.5,4946.5,226797.5,164386.25,0.0226215015597614,0.030090716224745,2788.5,1008.5,827.5,111.5,1961.0,897.0
Colima,2023,215085.5,161219.25,4994.25,3870.25,220079.75,165089.5,0.0226929101836947,0.023443344367752,1894.5,885.5,583.25,165.25,1311.25,720.25
Colima,2024,204988.5,164992.25,4713.0,3601.0,209701.5,168593.25,0.0224748034706475,0.0213590994894516,2113.25,514.0,575.25,103.25,1538.0,410.75
Durango,2014,427839.0,241728.0,23755.0,17783.0,451594.0,259511.0,0.0526025589356811,0.0685250336209255,2925.5,522.25,839.5,97.75,2086.0,424.5
Durango,2015,444640.0,264927.25,22252.5,14228.0,466892.5,279155.25,0.0476608641175431,0.0509680545144682,3306.75,733.0,1001.25,131.75,2305.5,601.25
Durango,2016,456092.0,274249.5,20054.0,14302.0,476146.0,288551.5,0.042117333758973,0.0495648090548827,2642.25,1242.75,767.0,599.0,1875.25,643.75
Durango,2017,455168.75,274699.0,16222.5,12732.5,471391.25,287431.5,0.0344140880850037,0.0442975108852022,4133.0,1058.75,1119.0,224.25,3014.0,834.5
Durango,2018,464483.75,284317.25,19293.75,14262.75,483777.5,298580.0,0.039881453767486,0.0477686047290508,3152.0,986.25,1133.0,212.25,2019.0,774.0
Durango,2019,473835.5,294774.5,19261.25,12951.25,493096.75,307725.75,0.0390618068360823,0.0420869881704732,3442.75,1001.5,936.25,153.5,2506.5,848.0
Durango,2020,479146.6666666667,285398.0,23366.666666666668,13348.0,502513.3333333334,298746.0,0.0464995953672871,0.0446800961351783,3386.333333333333,1588.3333333333333,702.6666666666666,107.0,2683.6666666666665,1481.3333333333333
Durango,2021,487401.0,309812.75,20752.0,13307.75,508153.0,323120.5,0.0408380940386064,0.0411850996764365,3471.75,1714.75,995.25,332.0,2476.5,1382.75
Durango,2022,491722.25,315074.5,15342.75,12150.0,507065.0,327224.5,0.0302579550945145,0.0371304715875492,3771.0,1848.5,1171.25,423.75,2599.75,1424.75
Durango,2023,493987.5,325288.75,13757.0,11090.75,507744.5,336379.5,0.0270943358322936,0.0329709450189443,3682.5,1912.25,1305.0,255.0,2377.5,1657.25
Durango,2024,488885.0,347050.75,15144.75,11200.75,504029.75,358251.5,0.0300473335155315,0.0312650470409754,4037.0,1491.25,904.75,265.0,3132.25,1226.25
Guanajuato,2014,1436422.25,928502.25,72705.25,47667.5,1509127.5,976169.75,0.0481770095634729,0.0488311587200894,10248.5,3828.25,3315.25,491.5,6933.25,3336.75
Guanajuato,2015,1455000.0,943639.75,73801.75,45559.75,1528801.75,989199.5,0.0482742448456773,0.046057190688026,11445.0,5037.5,3760.75,792.75,7684.25,4244.75
Guanajuato,2016,1495130.75,993065.5,61629.0,41905.0,1556759.75,1034970.5,0.0395879967991207,0.0404890767418008,16942.0,7374.75,4567.25,682.25,12374.75,6692.5
Guanajuato,2017,1552617.0,959479.5,61016.25,32096.0,1613633.25,991575.5,0.0378129602869797,0.0323686900291505,12450.0,5348.25,2929.5,1321.25,9520.5,4027.0
Guanajuato,2018,1607794.0,987406.0,62965.0,33872.5,1670759.0,1021278.5,0.0376864646546868,0.0331667610744767,12668.5,5315.25,2688.5,730.75,9980.0,4584.5
